sku,location_id,window_index,category,climate_zone,date_start,date_end,quantity_sold,prediction,raw_prediction,baseline_prediction,avg_daily_sales,zero_sales_share,cv_demand,demand_segment,is_weather_sensitive_category,stockout_days,weather_spike_days,cold_snap_days,heatwave_days,starting_stock,baseline_units,weather_trigger_days,actual_spike,predicted_spike,rank_score,ranked_alert,stockout_risk_actual,stockout_risk_predicted,action_alert,true_positive_alert,false_positive_alert,false_negative_alert,potential_stockout_units,predicted_shortage_units,stockout_units_flagged,unnecessary_order_units_proxy
PEU-AC-REFILL,NL_AMS,2,ac_cooling,West,2025-12-29,2025-12-31,9,9.333644248724609,9.333644248724609,8.607142857142858,7.491027732463295,0.0,0.7655516805141822,high_volume,True,0,0,0,0,,8.607142857142858,0,0,0,6.984106144191866,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AC-REFILL,PL_WAW,0,ac_cooling,Central,2025-11-17,2025-12-07,56,58.38938870255284,58.38938870255284,63.642857142857146,7.31321370309951,0.0,0.8013278619558196,high_volume,True,0,2,0,0,,63.642857142857146,2,0,0,10.60265572391164,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AC-REFILL,PL_WAW,1,ac_cooling,Central,2025-12-08,2025-12-28,54,55.047570487346135,55.047570487346135,56.42857142857143,7.31321370309951,0.0,0.8013278619558196,high_volume,True,0,21,0,0,,56.42857142857143,21,0,0,58.10265572391164,1,0,0,1,0,1,0,0.0,0.0,0.0,1.0475704873461351
PEU-AC-REFILL,PL_WAW,2,ac_cooling,Central,2025-12-29,2025-12-31,8,8.510705715731824,8.510705715731824,7.857142857142858,7.31321370309951,0.0,0.8013278619558196,high_volume,True,0,3,0,0,,7.857142857142858,3,0,0,14.40978144108957,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AC-REFILL,RO_BUC,0,ac_cooling,East,2025-11-17,2025-12-07,55,58.23368603326284,58.23368603326284,62.10714285714285,8.517128874388254,0.0,0.9385526914150768,high_volume,True,0,1,0,0,,62.10714285714285,1,0,0,8.377105382830154,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AC-REFILL,RO_BUC,1,ac_cooling,East,2025-12-08,2025-12-28,50,54.37384986308634,54.37384986308634,54.535714285714285,8.517128874388254,0.0,0.9385526914150768,high_volume,True,0,12,0,0,,54.535714285714285,12,0,0,35.87710538283015,1,0,0,1,0,1,0,0.0,0.0,0.0,4.373849863086342
PEU-AC-REFILL,RO_BUC,2,ac_cooling,East,2025-12-29,2025-12-31,8,8.10051053036487,8.10051053036487,7.428571428571429,8.517128874388254,0.0,0.9385526914150768,high_volume,True,0,3,0,0,,7.428571428571429,3,0,0,14.720983586417036,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AC-REFILL,SE_STO,0,ac_cooling,Nordic,2025-11-17,2025-12-07,61,62.885655654450815,62.885655654450815,70.5,7.871125611745514,0.0,0.7659869144720831,high_volume,True,0,21,0,0,,70.5,21,0,0,58.03197382894417,1,0,0,1,0,1,0,0.0,0.0,0.0,1.8856556544508152
PEU-AC-REFILL,SE_STO,1,ac_cooling,Nordic,2025-12-08,2025-12-28,62,57.97301530359719,57.97301530359719,61.46428571428572,7.871125611745514,0.0,0.7659869144720831,high_volume,True,0,21,20,0,,61.46428571428572,41,0,0,108.03197382894416,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-AC-REFILL,SE_STO,2,ac_cooling,Nordic,2025-12-29,2025-12-31,9,9.219687270920913,9.219687270920913,8.892857142857142,7.871125611745514,0.0,0.7659869144720831,high_volume,True,0,3,3,0,,8.892857142857142,6,0,0,21.185634085071708,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,CZ_PRG,0,consumables,Central,2025-11-17,2025-12-07,143,144.39991977667464,144.39991977667464,142.60714285714286,6.31810766721044,0.0,0.1083813842658841,high_volume,False,0,0,0,0,,142.60714285714286,0,0,0,3.8023166075953183,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,CZ_PRG,1,consumables,Central,2025-12-08,2025-12-28,136,135.85206580839906,135.85206580839906,142.10714285714286,6.31810766721044,0.0,0.1083813842658841,high_volume,False,0,21,0,0,,142.10714285714286,21,0,0,52.716762768531765,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,CZ_PRG,2,consumables,Central,2025-12-29,2025-12-31,20,20.839245015329723,20.839245015329723,20.0,6.31810766721044,0.0,0.1083813842658841,high_volume,False,0,3,0,0,,20.0,3,0,0,9.395252799191216,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,DE_BER,0,consumables,Central,2025-11-17,2025-12-07,150,151.00702840788128,151.00702840788128,149.17857142857142,6.735725938009788,0.0,0.1034558754057676,high_volume,False,0,1,0,0,,149.17857142857142,1,0,0,6.363825709431261,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,DE_BER,1,consumables,Central,2025-12-08,2025-12-28,144,142.71711667403116,142.71711667403116,148.0,6.735725938009788,0.0,0.1034558754057676,high_volume,False,0,8,0,0,,148.0,8,0,0,20.206911750811532,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,DE_BER,2,consumables,Central,2025-12-29,2025-12-31,24,22.5220155992493,22.5220155992493,21.07142857142857,6.735725938009788,0.0,0.1034558754057676,high_volume,False,0,3,0,0,,21.07142857142857,3,0,0,10.608085806452998,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,DK_CPH,0,consumables,North_Central,2025-11-17,2025-12-07,152,150.2168071259359,150.2168071259359,149.32142857142858,6.601957585644372,0.0,0.1123796288082978,high_volume,False,0,1,0,0,,149.32142857142858,1,0,0,4.51551636663123,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,DK_CPH,1,consumables,North_Central,2025-12-08,2025-12-28,142,143.03646391338972,143.03646391338972,149.07142857142856,6.601957585644372,0.0,0.1123796288082978,high_volume,False,0,0,0,0,,149.07142857142856,0,0,0,0.2247592576165957,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,DK_CPH,2,consumables,North_Central,2025-12-29,2025-12-31,21,22.119881724386538,22.119881724386538,20.892857142857142,6.601957585644372,0.0,0.1123796288082978,high_volume,False,0,2,0,0,,20.892857142857142,2,0,0,7.678808420675386,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,EE_TLL,0,consumables,Nordic,2025-11-17,2025-12-07,161,158.8536770096884,158.8536770096884,156.39285714285714,7.076672104404568,0.0,0.0978413762602881,high_volume,False,0,21,9,0,,156.39285714285714,30,0,0,80.1173224861831,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,EE_TLL,1,consumables,Nordic,2025-12-08,2025-12-28,152,152.474932249461,152.474932249461,159.21428571428572,7.076672104404568,0.0,0.0978413762602881,high_volume,False,0,21,21,0,,159.21428571428572,42,0,0,105.19568275252058,1,0,0,1,0,1,0,0.0,0.0,0.0,0.4749322494610055
PEU-ADBLUE-10L,EE_TLL,2,consumables,Nordic,2025-12-29,2025-12-31,24,23.493268695105726,23.493268695105726,22.57142857142857,7.076672104404568,0.0,0.0978413762602881,high_volume,False,0,3,3,0,,22.57142857142857,6,0,0,17.03936299987489,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,ES_MAD,0,consumables,South,2025-11-17,2025-12-07,146,145.6907232655587,145.6907232655587,142.32142857142858,6.512234910277325,0.0,0.1055509020319429,high_volume,False,0,0,0,0,,142.32142857142858,0,0,0,6.949691192324095,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,ES_MAD,1,consumables,South,2025-12-08,2025-12-28,140,141.30865144728537,141.30865144728537,144.64285714285714,6.512234910277325,0.0,0.1055509020319429,high_volume,False,0,0,0,0,,144.64285714285714,0,0,0,0.2111018040638859,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,ES_MAD,2,consumables,South,2025-12-29,2025-12-31,21,21.88670831471232,21.88670831471232,20.535714285714285,6.512234910277325,0.0,0.1055509020319429,high_volume,False,0,0,0,0,,20.535714285714285,0,0,0,2.9130898620599543,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,FI_HEL,0,consumables,Nordic,2025-11-17,2025-12-07,168,167.05462252951074,167.05462252951074,166.32142857142858,7.510603588907014,0.0,0.0997036498648122,high_volume,False,0,21,14,0,,166.32142857142858,35,0,0,89.16579521589394,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,FI_HEL,1,consumables,Nordic,2025-12-08,2025-12-28,155,154.88951335279503,154.88951335279503,163.85714285714286,7.510603588907014,0.0,0.0997036498648122,high_volume,False,0,21,21,0,,163.85714285714286,42,0,0,105.19940729972964,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,FI_HEL,2,consumables,Nordic,2025-12-29,2025-12-31,24,23.7070013417411,23.7070013417411,22.92857142857143,7.510603588907014,0.0,0.0997036498648122,high_volume,False,0,3,3,0,,22.92857142857143,6,0,0,16.756267126068966,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,FR_PAR,0,consumables,West,2025-11-17,2025-12-07,158,157.54181543179646,157.54181543179646,157.96428571428572,7.091353996737357,0.0,0.1046249752100805,high_volume,False,0,1,0,0,,157.96428571428572,1,0,0,2.709249950420161,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,FR_PAR,1,consumables,West,2025-12-08,2025-12-28,148,148.46797280948675,148.46797280948675,155.21428571428572,7.091353996737357,0.0,0.1046249752100805,high_volume,False,0,0,0,0,,155.21428571428572,0,0,0,0.209249950420161,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,FR_PAR,2,consumables,West,2025-12-29,2025-12-31,24,22.81622560566259,22.81622560566259,21.82142857142857,7.091353996737357,0.0,0.1046249752100805,high_volume,False,0,0,0,0,,21.82142857142857,0,0,0,2.198844018888205,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,IT_MIL,0,consumables,South,2025-11-17,2025-12-07,152,152.10891744827055,152.10891744827055,148.71428571428572,6.712887438825448,0.0,0.1119228836413076,high_volume,False,0,0,0,0,,148.71428571428572,0,0,0,7.013109235252319,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,IT_MIL,1,consumables,South,2025-12-08,2025-12-28,145,146.83307903793784,146.83307903793784,151.71428571428572,6.712887438825448,0.0,0.1119228836413076,high_volume,False,0,0,0,0,,151.71428571428572,0,0,0,0.2238457672826153,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,IT_MIL,2,consumables,South,2025-12-29,2025-12-31,21,22.18212934549952,22.18212934549952,21.214285714285715,6.712887438825448,0.0,0.1119228836413076,high_volume,False,0,0,0,0,,21.214285714285715,0,0,0,2.1595330297102286,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,NL_AMS,0,consumables,West,2025-11-17,2025-12-07,153,154.05052454011036,154.05052454011036,153.32142857142856,6.828711256117455,0.0,0.1099522862562005,high_volume,False,0,1,0,0,,153.32142857142856,1,0,0,4.178096509876009,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,NL_AMS,1,consumables,West,2025-12-08,2025-12-28,148,147.72393179816848,147.72393179816848,152.42857142857142,6.828711256117455,0.0,0.1099522862562005,high_volume,False,0,0,0,0,,152.42857142857142,0,0,0,0.2199045725124011,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,NL_AMS,2,consumables,West,2025-12-29,2025-12-31,22,22.612920660173916,22.612920660173916,21.607142857142858,6.828711256117455,0.0,0.1099522862562005,high_volume,False,0,0,0,0,,21.607142857142858,0,0,0,2.2314601785745114,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,PL_WAW,0,consumables,Central,2025-11-17,2025-12-07,150,147.27706926288957,147.27706926288957,145.89285714285714,6.504078303425775,0.0,0.1060629802756448,high_volume,False,0,2,0,0,,145.89285714285714,2,0,0,7.980550200616149,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,PL_WAW,1,consumables,Central,2025-12-08,2025-12-28,140,140.51952813107548,140.51952813107548,146.82142857142858,6.504078303425775,0.0,0.1060629802756448,high_volume,False,0,21,0,0,,146.82142857142858,21,0,0,52.71212596055129,1,0,0,1,0,1,0,0.0,0.0,0.0,0.5195281310754751
PEU-ADBLUE-10L,PL_WAW,2,consumables,Central,2025-12-29,2025-12-31,22,21.901539064331388,21.901539064331388,20.642857142857142,6.504078303425775,0.0,0.1060629802756448,high_volume,False,0,3,0,0,,20.642857142857142,3,0,0,10.22948980349978,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,RO_BUC,0,consumables,East,2025-11-17,2025-12-07,139,141.91497545073574,141.91497545073574,139.21428571428572,6.234910277324633,0.0,0.1119510342968312,high_volume,False,0,1,0,0,,139.21428571428572,1,0,0,8.125281541493695,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,RO_BUC,1,consumables,East,2025-12-08,2025-12-28,138,137.45473199419422,137.45473199419422,139.64285714285714,6.234910277324633,0.0,0.1119510342968312,high_volume,False,0,12,0,0,,139.64285714285714,12,0,0,30.223902068593663,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,RO_BUC,2,consumables,East,2025-12-29,2025-12-31,19,21.24851192466273,21.24851192466273,20.0,6.234910277324633,0.0,0.1119510342968312,high_volume,False,0,3,0,0,,20.0,3,0,0,10.22092591791912,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,SE_STO,0,consumables,Nordic,2025-11-17,2025-12-07,162,159.65782054801107,159.65782054801107,158.03571428571428,7.228384991843393,0.0,0.0997273630682178,high_volume,False,0,21,0,0,,158.03571428571428,21,0,0,55.94366725073003,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,SE_STO,1,consumables,Nordic,2025-12-08,2025-12-28,156,154.0912038526933,154.0912038526933,160.60714285714286,7.228384991843393,0.0,0.0997273630682178,high_volume,False,0,21,20,0,,160.60714285714286,41,0,0,102.69945472613644,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-ADBLUE-10L,SE_STO,2,consumables,Nordic,2025-12-29,2025-12-31,23,23.58207130784068,23.58207130784068,22.82142857142857,7.228384991843393,0.0,0.0997273630682178,high_volume,False,0,3,3,0,,22.82142857142857,6,0,0,16.72074019896066,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,CZ_PRG,0,filters,Central,2025-11-17,2025-12-07,147,145.01788665499564,145.01788665499564,142.0,6.412724306688418,0.0,0.1048316996682737,high_volume,False,0,0,0,0,,142.0,0,0,0,6.2454367093278185,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,CZ_PRG,1,filters,Central,2025-12-08,2025-12-28,138,136.868410472137,136.868410472137,143.71428571428572,6.412724306688418,0.0,0.1048316996682737,high_volume,False,0,21,0,0,,143.71428571428572,21,0,0,52.70966339933655,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,CZ_PRG,2,filters,Central,2025-12-29,2025-12-31,20,21.634188504642346,21.634188504642346,20.214285714285715,6.412724306688418,0.0,0.1048316996682737,high_volume,False,0,3,0,0,,20.214285714285715,3,0,0,10.549468980049808,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,DE_BER,0,filters,Central,2025-11-17,2025-12-07,154,154.0250974218605,154.0250974218605,150.85714285714286,6.862969004893964,0.0,0.1047832272284633,high_volume,False,0,1,0,0,,150.85714285714286,1,0,0,9.045475583892134,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,DE_BER,1,filters,Central,2025-12-08,2025-12-28,148,146.94475080057163,146.94475080057163,152.75,6.862969004893964,0.0,0.1047832272284633,high_volume,False,0,8,0,0,,152.75,8,0,0,20.20956645445693,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,DE_BER,2,filters,Central,2025-12-29,2025-12-31,23,22.596206343808657,22.596206343808657,21.571428571428573,6.862969004893964,0.0,0.1047832272284633,high_volume,False,0,3,0,0,,21.571428571428573,3,0,0,9.759121999217092,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,DK_CPH,0,filters,North_Central,2025-11-17,2025-12-07,155,149.90688122826813,149.90688122826813,148.10714285714286,6.742251223491028,0.0,0.1071278088396862,high_volume,False,0,1,0,0,,148.10714285714286,1,0,0,6.313732359929917,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,DK_CPH,1,filters,North_Central,2025-12-08,2025-12-28,142,143.2141156087424,143.2141156087424,150.5,6.742251223491028,0.0,0.1071278088396862,high_volume,False,0,0,0,0,,150.5,0,0,0,0.2142556176793724,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,DK_CPH,2,filters,North_Central,2025-12-29,2025-12-31,22,22.306850067550915,22.306850067550915,21.07142857142857,6.742251223491028,0.0,0.1071278088396862,high_volume,False,0,2,0,0,,21.07142857142857,2,0,0,7.685098609924063,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,EE_TLL,0,filters,Nordic,2025-11-17,2025-12-07,163,160.97961871564675,160.97961871564675,158.64285714285714,7.158238172920065,0.0,0.1037652741721102,high_volume,False,0,21,9,0,,158.64285714285714,30,0,0,79.88105369392345,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,EE_TLL,1,filters,Nordic,2025-12-08,2025-12-28,153,151.2529713544583,151.2529713544583,159.78571428571428,7.158238172920065,0.0,0.1037652741721102,high_volume,False,0,21,21,0,,159.78571428571428,42,0,0,105.20753054834422,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0
PEU-AIR-FILTER,EE_TLL,2,filters,Nordic,2025-12-29,2025-12-31,24,23.71131247373508,23.71131247373508,22.392857142857142,7.158238172920065,0.0,0.1037652741721102,high_volume,False,0,3,3,0,,22.392857142857142,6,0,0,17.844441210100097,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
