forecast_generated_at_utc,forecast_date,horizon_day,timestamp,sku,part_name,category,seasonality_profile,location_id,city,country_code,climate_zone,predicted_quantity,raw_predicted_quantity,local_guard_prediction,sale_probability,conditional_quantity_if_sale,two_stage_predicted_quantity,prediction_scope,local_calibration_weight,local_calibration_scale,predicted_revenue_eur,temperature_c,temp_change_3d_c,rain_mm,snow_cm,weather_spike_flag,cold_snap_flag,heatwave_flag,is_payday_window,event_type,event_multiplier,segment_name,cluster,seasonality_score,weather_sensitivity_score,uplift_cold_snap_flag,uplift_heatwave_flag,uplift_weather_spike_flag,uplift_temperature_drop_flag,uplift_temperature_rise_flag,uplift_is_payday_window,uplift_promotion_flag,uplift_service_campaign_flag,trigger_effect,expected_quantity,mild_weather_quantity,severe_weather_quantity,promo_payday_quantity,pessimistic_quantity,optimistic_quantity
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,FI_HEL,Helsinki,Finland,Nordic,11.5285,11.5285,11.5285,1.0,11.8945,11.8945,sku_location_raw_fallback,1.0,1.0,103.76,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0,0.1116,0.0,-0.0131,-0.0851,-0.0241,-0.0268,-0.0851,0.3572,0.0247,-0.0358,0.0,11.5285,11.528488471511528,11.5285,11.5285,10.375639624360375,13.257774999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,FI_HEL,Helsinki,Finland,Nordic,7.4661,7.4661,7.4661,1.0,7.5183,7.5183,sku_location_raw_fallback,1.0,1.0,111.99,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2,0.078,0.0222,-0.0073,-0.0003,-0.0018,0.0222,-0.0003,0.091,0.1223,0.0125,0.0,7.4661,7.466092533907466,7.4661,7.4661,6.7194832805167195,8.586015
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,FI_HEL,Helsinki,Finland,Nordic,7.0458,7.0458,7.0458,1.0,7.2654,7.2654,sku_location_raw_fallback,1.0,1.0,331.15,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0,0.1001,0.0126,-0.0079,-0.0765,-0.0202,0.0126,-0.0765,0.2532,0.0746,-0.0085,0.0,7.0458,7.045792954207046,7.0458,7.0458,6.341213658786342,8.10267
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,FI_HEL,Helsinki,Finland,Nordic,9.1615,9.1615,9.1615,1.0,9.4803,9.4803,sku_location_raw_fallback,1.0,1.0,54.97,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2,0.6264,0.2851,0.2698,0.0739,0.2851,0.0616,0.0739,0.0803,0.1722,0.0853,0.2698,9.1615,8.582595360349094,10.026620445,9.1615,7.724335824314185,10.535725
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,FI_HEL,Helsinki,Finland,Nordic,7.1278,7.1278,7.1278,1.0,7.219,7.219,sku_location_raw_fallback,1.0,1.0,249.47,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2,1.1346,0.3254,0.1472,0.2797,0.2794,0.3254,0.2797,0.0854,0.4178,0.384,0.1472,7.1278,6.874800467977944,7.495024256,7.1278,6.18732042118015,8.196969999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,FI_HEL,Helsinki,Finland,Nordic,7.3688,7.3688,7.3688,1.0,7.4404,7.4404,sku_location_raw_fallback,1.0,1.0,95.79,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2,0.0834,0.0246,-0.0251,0.0017,-0.0157,0.0246,0.0017,0.0804,0.1267,0.0185,0.0,7.3688,7.36879263120737,7.3688,7.3688,6.631913368086633,8.47412
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,FI_HEL,Helsinki,Finland,Nordic,5.6296,5.6296,5.6296,1.0,5.7039,5.7039,sku_location_raw_fallback,1.0,1.0,53.48,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0,0.1147,0.0,-0.017,-0.0555,-0.0229,-0.0258,-0.0555,0.2611,0.0517,-0.0097,0.0,5.6296,5.62959437040563,5.6296,5.6296,5.066634933365067,6.47404
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,FI_HEL,Helsinki,Finland,Nordic,7.02,7.02,7.02,1.0,7.1316,7.1316,sku_location_raw_fallback,1.0,1.0,56.16,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0,0.0992,0.0,-0.0157,-0.0968,-0.0288,-0.0224,-0.0968,0.3548,0.0382,-0.0305,0.0,7.02,7.01999298000702,7.02,7.02,6.317993682006318,8.072999999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,SE_STO,Stockholm,Sweden,Nordic,41.085,41.085,41.085,1.0,41.2619,41.2619,sku_location_raw_fallback,1.0,1.0,308.14,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,promotion_travel_sensitive,1,1.9083,2.0075,1.7336,-0.1673,2.0075,0.5315,-0.1673,0.0393,0.2451,0.1402,0.0,41.085,41.08495891504109,41.085,41.085,36.976463023536986,47.247749999999996
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,SE_STO,Stockholm,Sweden,Nordic,11.4537,11.4537,11.4537,1.0,11.3179,11.3179,sku_location_raw_fallback,1.0,1.0,206.17,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.8916,0.365,0.1,0.028,0.365,0.1057,0.028,0.0722,0.2688,0.3593,0.0,11.4537,11.453688546311454,11.4537,11.4537,10.308319691680309,13.171755
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,SE_STO,Stockholm,Sweden,Nordic,6.6905,6.6905,6.6905,1.0,6.3626,6.3626,sku_location_raw_fallback,1.0,1.0,970.13,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.4828,0.5933,0.5859,-0.155,0.3671,0.5933,-0.155,0.0595,0.0583,-0.0784,0.0,6.6905,6.690493309506691,6.6905,6.6905,6.0214439785560225,7.694075
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,SE_STO,Stockholm,Sweden,Nordic,3.1966,3.1966,3.1966,1.0,3.1819,3.1819,sku_location_raw_fallback,1.0,1.0,124.67,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,summer_heat_sensitive,3,2.1555,1.5468,-0.5778,1.5468,-0.5202,0.2854,1.5468,0.0497,-0.1074,-0.6246,0.0,3.1966,3.196596803403197,3.1966,3.1966,2.876937123062877,3.67609
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,SE_STO,Stockholm,Sweden,Nordic,6.0179,6.0179,6.0179,1.0,6.0277,6.0277,sku_location_raw_fallback,1.0,1.0,114.34,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,1.1833,0.227,-0.3433,0.227,-0.2507,-0.1296,0.227,0.0767,0.1339,0.2148,0.0,6.0179,6.017893982106019,6.0179,6.0179,5.416104583895417,6.920584999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,SE_STO,Stockholm,Sweden,Nordic,2.0781,2.0781,2.0781,1.0,2.1287,2.1287,sku_location_raw_fallback,1.0,1.0,149.63,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,2.6566,0.0,-0.5892,-0.3349,-0.4466,-0.2876,-0.3349,0.0855,0.1167,0.629,0.0,2.0781,2.0780979219020783,2.0781,2.0781,1.8702881297118705,2.389815
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,SE_STO,Stockholm,Sweden,Nordic,14.1288,14.1288,14.1288,1.0,14.157,14.157,sku_location_raw_fallback,1.0,1.0,1102.04,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,winter_weather_sensitive,4,2.6798,1.1546,0.627,0.2884,1.1546,0.9245,0.2884,0.0539,0.6563,0.72,0.0,14.1288,14.12878587121413,14.1288,14.1288,12.715907284092719,16.24812
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,SE_STO,Stockholm,Sweden,Nordic,11.5184,11.5184,11.5184,1.0,11.9038,11.9038,sku_location_raw_fallback,1.0,1.0,97.91,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.8527,0.3493,0.2626,0.3273,0.3224,0.3493,0.3273,0.0733,0.2502,0.0551,0.0,11.5184,11.518388481611519,11.5184,11.5184,10.366549633450367,13.246159999999998
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,SE_STO,Stockholm,Sweden,Nordic,10.0374,10.0374,10.0374,1.0,10.3471,10.3471,sku_location_raw_fallback,1.0,1.0,160.6,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.8308,0.3336,0.2609,0.3336,0.3186,0.3273,0.3336,0.0684,0.2427,0.0508,0.0,10.0374,10.037389962610039,10.0374,10.0374,9.033650966349036,11.543009999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,8.2455,8.2455,8.2455,1.0,8.6301,8.6301,sku_location_raw_fallback,1.0,1.0,346.31,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0,0.1006,0.0,-0.0417,-0.0777,-0.0329,-0.0169,-0.0777,0.3463,0.0379,-0.0324,0.0,8.2455,8.245491754508246,8.2455,8.2455,7.420942579057421,9.482325
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,10.7739,10.7739,10.7739,1.0,10.6541,10.6541,sku_location_raw_fallback,1.0,1.0,96.97,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0,0.1203,0.0,-0.0486,-0.0847,-0.0368,-0.0326,-0.0847,0.3592,0.0192,-0.0348,0.0,10.7739,10.773889226110773,10.7739,10.7739,9.696500303499697,12.389984999999998
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,SE_STO,Stockholm,Sweden,Nordic,7.4507,7.4507,7.4507,1.0,7.547,7.547,sku_location_raw_fallback,1.0,1.0,111.76,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.0821,0.0424,-0.0106,-0.022,-0.0031,0.0424,-0.022,0.0984,0.1134,0.0104,0.0,7.4507,7.450692549307452,7.4507,7.4507,6.705623294376707,8.568305
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,SE_STO,Stockholm,Sweden,Nordic,6.5917,6.5917,6.5917,1.0,6.5827,6.5827,sku_location_raw_fallback,1.0,1.0,309.81,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0,0.106,0.0,-0.0458,-0.0518,-0.0348,-0.0054,-0.0518,0.2617,0.0666,-0.0157,0.0,6.5917,6.591693408306592,6.5917,6.5917,5.932524067475933,7.580455
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,SE_STO,Stockholm,Sweden,Nordic,8.5951,8.5951,8.5951,1.0,8.6358,8.6358,sku_location_raw_fallback,1.0,1.0,51.57,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.6152,0.2856,0.2388,-0.0017,0.2856,0.0818,-0.0017,0.0902,0.1757,0.0872,0.0,8.5951,8.595091404908596,8.5951,8.5951,7.7355822644177366,9.884364999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,SE_STO,Stockholm,Sweden,Nordic,6.7409,6.7409,6.7409,1.0,6.7576,6.7576,sku_location_raw_fallback,1.0,1.0,235.93,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,1.1673,0.2612,0.0244,0.2516,0.2475,0.2612,0.2516,0.0858,0.4232,0.3809,0.0,6.7409,6.740893259106741,6.7409,6.7409,6.066803933196067,7.752034999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,SE_STO,Stockholm,Sweden,Nordic,7.0462,7.0462,7.0462,1.0,7.1202,7.1202,sku_location_raw_fallback,1.0,1.0,91.6,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2,0.0747,0.0307,-0.0273,-0.005,-0.0136,0.0307,-0.005,0.0902,0.1075,0.0045,0.0,7.0462,7.046192953807046,7.0462,7.0462,6.341573658426341,8.103129999999998
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,SE_STO,Stockholm,Sweden,Nordic,5.5766,5.5766,5.5766,1.0,5.6828,5.6828,sku_location_raw_fallback,1.0,1.0,52.98,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0,0.1184,0.0,-0.0463,-0.0688,-0.0328,-0.0375,-0.0688,0.2504,0.084,-0.0038,0.0,5.5766,5.576594423405577,5.5766,5.5766,5.01893498106502,6.4130899999999995
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,6.505,6.505,6.505,1.0,6.4174,6.4174,sku_location_raw_fallback,1.0,1.0,52.04,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0,0.105,0.0,-0.0487,-0.0828,-0.0383,-0.0263,-0.0828,0.364,0.0356,-0.0254,0.0,6.505,6.504993495006506,6.505,6.505,5.854494145505855,7.48075
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,EE_TLL,Tallinn,Estonia,Nordic,45.5811,45.5811,45.5811,1.0,46.23,46.23,sku_location_raw_fallback,1.0,1.0,341.86,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,promotion_travel_sensitive,1,1.9785,2.2321,1.8779,-0.1303,2.2321,0.4987,-0.1303,0.0538,0.2728,0.168,1.8779,45.5811,31.018607993597715,75.53996169149998,45.5811,27.916747194237946,75.53996169149998
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,EE_TLL,Tallinn,Estonia,Nordic,11.4982,11.4982,11.4982,1.0,11.2092,11.2092,sku_location_raw_fallback,1.0,1.0,206.97,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2,0.9531,0.402,0.1587,0.0956,0.402,0.1114,0.0956,0.0845,0.3714,0.3823,0.1587,11.4982,11.059406969094221,12.136867519,11.4982,9.9534662721848,13.22293
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.6912,6.6912,6.6912,1.0,6.6554,6.6554,sku_location_raw_fallback,1.0,1.0,970.22,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2,0.5762,0.6051,0.6051,-0.1704,0.4183,0.5787,-0.1704,0.0878,0.0608,-0.0599,0.6051,6.6912,5.8119860050934795,8.108295792,6.6912,5.230787404584132,8.108295792
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,EE_TLL,Tallinn,Estonia,Nordic,2.9971,2.9971,2.9971,1.0,2.9308,2.9308,sku_location_raw_fallback,1.0,1.0,116.89,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,summer_heat_sensitive,3,2.149,1.542,-0.5995,1.542,-0.5309,0.2723,1.542,0.0432,-0.0961,-0.6146,0.0,2.9971,2.9970970029029975,2.9971,2.9971,2.697387302612698,3.446665
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,EE_TLL,Tallinn,Estonia,Nordic,5.9495,5.9495,5.9495,1.0,5.9882,5.9882,sku_location_raw_fallback,1.0,1.0,113.04,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2,1.1865,0.2439,-0.316,0.2439,-0.2546,-0.1221,0.2439,0.0712,0.1291,0.2046,0.0,5.9495,5.949494050505949,5.9495,5.9495,5.354544645455355,6.841924999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,EE_TLL,Tallinn,Estonia,Nordic,2.1799,2.1799,2.1799,1.0,2.2215,2.2215,sku_location_raw_fallback,1.0,1.0,156.95,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2,2.6972,0.0,-0.5363,-0.3344,-0.4549,-0.3149,-0.3344,0.0894,0.096,0.6293,0.0,2.1799,2.17989782010218,2.1799,2.1799,1.961908038091962,2.5068849999999996
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,EE_TLL,Tallinn,Estonia,Nordic,14.2809,14.2809,14.2809,1.0,12.9312,12.9312,sku_location_raw_fallback,1.0,1.0,1113.91,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,winter_weather_sensitive,4,2.749,1.3021,0.736,0.3475,1.3021,0.8649,0.3475,0.0542,0.7279,0.7217,0.736,14.2809,12.06156075881693,17.95965984,14.2809,10.855404682935237,17.95965984
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,EE_TLL,Tallinn,Estonia,Nordic,11.2781,11.2781,11.2781,1.0,11.5332,11.5332,sku_location_raw_fallback,1.0,1.0,95.86,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2,0.8526,0.3546,0.299,0.3055,0.3546,0.339,0.3055,0.0845,0.2259,0.0457,0.299,11.2781,10.493686444581117,12.458353165,11.2781,9.444317800123006,12.969814999999999
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,EE_TLL,Tallinn,Estonia,Nordic,10.6283,10.6283,10.6283,1.0,10.8039,10.8039,sku_location_raw_fallback,1.0,1.0,170.05,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2,0.8516,0.3634,0.3042,0.3243,0.3634,0.3562,0.3243,0.0897,0.2329,0.0599,0.3042,10.6283,9.877134076358836,11.759895101,10.6283,8.889420668722952,12.222544999999998
2026-05-13T10:30:06Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,8.3065,8.3065,8.3065,1.0,8.3424,8.3424,sku_location_raw_fallback,1.0,1.0,348.87,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,salary_event_sensitive,0,0.1001,0.0,-0.024,-0.0999,-0.0345,-0.0219,-0.0999,0.3615,0.0278,-0.0378,0.0,8.3065,8.306491693508306,8.3065,8.3065,7.475842524157476,9.552475
