sku,part_name,location_id,city,climate_zone,month,avg_daily_sales,total_sales,avg_temp_c
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,DK_CPH,Copenhagen,north_maritime,11,0.25555555555555554,23,15.612222222222222
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,DK_CPH,Copenhagen,north_maritime,12,0.21505376344086022,20,9.940860215053764
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,1,0.26881720430107525,25,-1.346236559139785
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,2,0.21176470588235294,18,-6.090588235294118
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,3,0.1935483870967742,18,-9.693548387096774
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,4,0.26666666666666666,24,-8.456666666666667
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,5,0.6021505376344086,56,-1.4698924731182799
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,6,0.7555555555555555,68,5.711111111111111
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,7,0.7204301075268817,67,13.381720430107526
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,8,0.8709677419354839,81,19.97204301075269
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,9,0.35555555555555557,32,22.647777777777776
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,10,0.3118279569892473,29,19.159139784946237
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,11,0.13333333333333333,12,13.867777777777777
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,EE_TLL,Tallinn,baltic_cold,12,0.1827956989247312,17,7.262365591397849
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,1,0.3870967741935484,36,9.966666666666667
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,2,0.3176470588235294,27,6.829411764705882
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,3,0.3548387096774194,33,1.996774193548387
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,4,0.3888888888888889,35,3.6422222222222222
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,5,0.8387096774193549,78,8.389247311827958
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,6,1.1555555555555554,104,14.45111111111111
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,7,1.6344086021505377,152,21.802150537634407
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,8,1.4946236559139785,139,25.55483870967742
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,9,0.5555555555555556,50,27.045555555555556
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,10,0.5053763440860215,47,25.653763440860217
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,11,0.43333333333333335,39,22.40111111111111
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ES_MAD,Madrid,south_warm,12,0.3225806451612903,30,16.0
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,1,0.3118279569892473,29,-1.9118279569892473
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,2,0.29411764705882354,25,-7.923529411764706
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,3,0.25806451612903225,24,-11.821505376344087
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,4,0.26666666666666666,24,-9.965555555555556
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,5,0.6236559139784946,58,-4.724731182795699
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,6,0.9444444444444444,85,3.282222222222222
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,7,0.989247311827957,92,12.887096774193548
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,8,1.1397849462365592,106,18.607526881720432
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,9,0.34444444444444444,31,21.502222222222223
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,10,0.23655913978494625,22,18.36021505376344
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,11,0.36666666666666664,33,14.832222222222223
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FI_HEL,Helsinki,nordic_cold,12,0.3333333333333333,31,5.397849462365591
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,1,0.46236559139784944,43,6.583870967741935
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,2,0.36470588235294116,31,2.5058823529411764
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,3,0.3655913978494624,34,-0.6182795698924731
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,4,0.4111111111111111,37,1.4866666666666668
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,5,0.978494623655914,91,6.444086021505376
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,6,1.4222222222222223,128,11.13
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,7,1.3978494623655915,130,17.331182795698926
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,8,1.4086021505376345,131,20.374193548387098
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,9,0.5,45,22.38111111111111
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,10,0.4838709677419355,45,21.6247311827957
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,11,0.4111111111111111,37,17.874444444444446
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,FR_PAR,Paris,west_temperate,12,0.44086021505376344,41,10.995698924731183
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,1,0.25806451612903225,24,7.36236559139785
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,2,0.4117647058823529,35,2.543529411764706
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,3,0.3655913978494624,34,0.08494623655913976
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,4,0.3333333333333333,30,1.3922222222222222
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,5,0.9247311827956989,86,6.480645161290323
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,6,1.288888888888889,116,12.678888888888888
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,7,1.3118279569892473,122,18.353763440860217
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,8,1.4516129032258065,135,25.09462365591398
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,9,0.4,36,25.045555555555556
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,10,0.3763440860215054,35,23.67311827956989
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,11,0.37777777777777777,34,18.25111111111111
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,IT_MIL,Milan,south_alpine,12,0.4731182795698925,44,12.433333333333334
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,1,0.27956989247311825,26,5.68494623655914
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,2,0.21176470588235294,18,0.7576470588235295
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,3,0.27956989247311825,26,0.6688172043010753
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,4,0.23333333333333334,21,0.5466666666666667
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,5,0.7634408602150538,71,5.219354838709677
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,6,1.0,90,10.324444444444445
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,7,1.075268817204301,100,14.393548387096773
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,8,1.4301075268817205,133,20.383870967741935
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,9,0.28888888888888886,26,19.22222222222222
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,10,0.25806451612903225,24,19.163440860215054
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,11,0.3333333333333333,30,14.835555555555556
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,NL_AMS,Amsterdam,west_maritime,12,0.27956989247311825,26,8.890322580645162
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,1,0.3333333333333333,31,1.2419354838709677
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,2,0.49411764705882355,42,-2.583529411764706
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,3,0.26881720430107525,25,-4.810752688172043
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,4,0.34444444444444444,31,-2.327777777777778
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,5,0.8602150537634409,80,2.106451612903226
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,6,1.211111111111111,109,8.072222222222223
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,7,1.2688172043010753,118,16.513978494623654
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,8,1.4838709677419355,138,23.531182795698925
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,9,0.43333333333333335,39,22.112222222222222
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,10,0.3978494623655914,37,20.949462365591398
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,11,0.26666666666666666,24,16.68
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,PL_WAW,Warsaw,central_continental,12,0.25806451612903225,24,10.03978494623656
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,1,0.3225806451612903,30,5.764516129032258
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,2,0.3411764705882353,29,-1.088235294117647
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,3,0.2903225806451613,27,-4.283870967741935
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,4,0.28888888888888886,26,-2.0277777777777777
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,5,0.6774193548387096,63,2.4408602150537635
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,6,1.1444444444444444,103,13.261111111111111
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,7,1.1827956989247312,110,19.2
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,8,1.2258064516129032,114,23.846236559139783
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,9,0.4444444444444444,40,27.238888888888887
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,10,0.3978494623655914,37,24.912903225806453
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,11,0.3,27,19.04
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,RO_BUC,Bucharest,south_east_continental,12,0.25806451612903225,24,11.506451612903225
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,1,0.3118279569892473,29,0.2924731182795699
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,2,0.2823529411764706,24,-6.169411764705882
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,3,0.22580645161290322,21,-8.770967741935484
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,4,0.3333333333333333,30,-5.663333333333333
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,5,0.6236559139784946,58,-1.0591397849462365
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,6,0.9666666666666667,87,6.953333333333333
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,7,0.8709677419354839,81,13.809677419354838
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,8,0.8924731182795699,83,18.31290322580645
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,9,0.24444444444444444,22,20.761111111111113
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,10,0.2903225806451613,27,19.098924731182795
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,11,0.3111111111111111,28,15.312222222222221
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,SE_STO,Stockholm,nordic_cold,12,0.3763440860215054,35,8.700000000000001
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,1,0.956989247311828,89,2.2376344086021507
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,2,1.0235294117647058,87,-2.3317647058823527
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,3,1.064516129032258,99,-4.1860215053763445
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,4,0.7555555555555555,68,-3.0155555555555553
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,5,0.5483870967741935,51,2.001075268817204
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,6,0.5333333333333333,48,8.827777777777778
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,7,0.7311827956989247,68,14.770967741935484
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,8,0.5591397849462365,52,20.64731182795699
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,9,0.4111111111111111,37,21.810000000000002
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,10,0.6774193548387096,63,21.043010752688172
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,11,1.0888888888888888,98,15.867777777777777
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,CZ_PRG,Prague,central_continental,12,1.053763440860215,98,9.53225806451613
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,1,1.4086021505376345,131,3.6655913978494623
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,2,1.5529411764705883,132,-2.0494117647058823
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,3,1.6666666666666667,155,-3.51505376344086
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,4,1.011111111111111,91,-0.5755555555555555
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,5,0.7849462365591398,73,1.724731182795699
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,6,0.8,72,9.22111111111111
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,7,0.946236559139785,88,16.455913978494625
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,8,0.6666666666666666,62,21.516129032258064
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,9,0.8222222222222222,74,23.093333333333334
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,10,1.043010752688172,97,20.683870967741935
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,11,1.711111111111111,154,16.29111111111111
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DE_BER,Berlin,central_continental,12,1.3978494623655915,130,11.713978494623657
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,1,0.9139784946236559,85,2.90752688172043
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,2,1.0235294117647058,87,-2.0541176470588236
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,3,1.1935483870967742,111,-3.753763440860215
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,4,0.5444444444444444,49,-0.6166666666666667
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,5,0.5268817204301075,49,2.2913978494623657
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,6,0.5111111111111111,46,6.078888888888889
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,7,0.6451612903225806,60,13.165591397849463
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,8,0.5483870967741935,51,17.49462365591398
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,9,0.37777777777777777,34,19.843333333333334
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,10,0.7204301075268817,67,18.8
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,11,1.1333333333333333,102,15.612222222222222
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,DK_CPH,Copenhagen,north_maritime,12,1.086021505376344,101,9.940860215053764
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,1,0.989247311827957,92,-1.346236559139785
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,2,1.223529411764706,104,-6.090588235294118
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,3,1.1290322580645162,105,-9.693548387096774
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,4,1.0888888888888888,98,-8.456666666666667
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,5,0.45161290322580644,42,-1.4698924731182799
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,6,0.4,36,5.711111111111111
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,7,0.34408602150537637,32,13.381720430107526
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,8,0.40860215053763443,38,19.97204301075269
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,9,0.6222222222222222,56,22.647777777777776
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,10,0.5483870967741935,51,19.159139784946237
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,11,0.8444444444444444,76,13.867777777777777
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,EE_TLL,Tallinn,baltic_cold,12,0.7311827956989247,68,7.262365591397849
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,1,1.021505376344086,95,9.966666666666667
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,2,1.3058823529411765,111,6.829411764705882
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,3,1.2365591397849462,115,1.996774193548387
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,4,0.6,54,3.6422222222222222
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,5,0.5483870967741935,51,8.389247311827958
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,6,0.6,54,14.45111111111111
PEU-BATT-70AH,Baterie 70Ah AGM/EFB,ES_MAD,Madrid,south_warm,7,0.8279569892473119,77,21.802150537634407
