forecast_generated_at_utc,forecast_date,horizon_day,timestamp,sku,part_name,category,seasonality_profile,location_id,city,country_code,climate_zone,predicted_quantity,raw_predicted_quantity,local_guard_prediction,sale_probability,conditional_quantity_if_sale,two_stage_predicted_quantity,prediction_scope,local_calibration_weight,local_calibration_scale,predicted_revenue_eur,temperature_c,temp_change_3d_c,rain_mm,snow_cm,weather_source,weather_spike_flag,cold_snap_flag,heatwave_flag,is_payday_window,event_type,event_multiplier,segment_name,cluster
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,FI_HEL,Helsinki,Finland,Nordic,11.6222,11.6222,11.6222,1.0,12.2357,12.2357,sku_location_raw_fallback,1.0,1.0,104.6,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,FI_HEL,Helsinki,Finland,Nordic,7.4461,7.4461,7.4461,1.0,7.5034,7.5034,sku_location_raw_fallback,1.0,1.0,111.69,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,FI_HEL,Helsinki,Finland,Nordic,7.0151,7.0151,7.0151,1.0,7.2149,7.2149,sku_location_raw_fallback,1.0,1.0,329.71,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,FI_HEL,Helsinki,Finland,Nordic,9.3319,9.3319,9.3319,1.0,9.5603,9.5603,sku_location_raw_fallback,1.0,1.0,55.99,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,FI_HEL,Helsinki,Finland,Nordic,7.1038,7.1038,7.1038,1.0,7.2087,7.2087,sku_location_raw_fallback,1.0,1.0,248.63,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,FI_HEL,Helsinki,Finland,Nordic,7.3353,7.3353,7.3353,1.0,7.4139,7.4139,sku_location_raw_fallback,1.0,1.0,95.36,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,FI_HEL,Helsinki,Finland,Nordic,5.6557,5.6557,5.6557,1.0,5.7543,5.7543,sku_location_raw_fallback,1.0,1.0,53.73,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,FI_HEL,Helsinki,Finland,Nordic,7.1315,7.1315,7.1315,1.0,7.1402,7.1402,sku_location_raw_fallback,1.0,1.0,57.05,13.1,0.0,4.1,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,SE_STO,Stockholm,Sweden,Nordic,39.1936,39.1936,39.1936,1.0,38.3071,38.3071,sku_location_raw_fallback,1.0,1.0,293.95,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,promotion_travel_sensitive,1
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,SE_STO,Stockholm,Sweden,Nordic,11.872,11.872,11.872,1.0,12.1989,12.1989,sku_location_raw_fallback,1.0,1.0,213.7,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,SE_STO,Stockholm,Sweden,Nordic,6.5536,6.5536,6.5536,1.0,6.2707,6.2707,sku_location_raw_fallback,1.0,1.0,950.27,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,SE_STO,Stockholm,Sweden,Nordic,2.7963,2.7963,2.7963,1.0,2.8714,2.8714,sku_location_raw_fallback,1.0,1.0,109.05,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,summer_heat_sensitive,3
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,SE_STO,Stockholm,Sweden,Nordic,6.0497,6.0497,6.0497,1.0,6.0588,6.0588,sku_location_raw_fallback,1.0,1.0,114.94,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,SE_STO,Stockholm,Sweden,Nordic,1.9271,1.9271,1.9271,1.0,1.9493,1.9493,sku_location_raw_fallback,1.0,1.0,138.75,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,SE_STO,Stockholm,Sweden,Nordic,15.5046,15.5046,15.5046,1.0,15.5492,15.5492,sku_location_raw_fallback,1.0,1.0,1209.36,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,winter_weather_sensitive,4
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,SE_STO,Stockholm,Sweden,Nordic,12.4238,12.4238,12.4238,1.0,12.6344,12.6344,sku_location_raw_fallback,1.0,1.0,105.6,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,SE_STO,Stockholm,Sweden,Nordic,10.2896,10.2896,10.2896,1.0,10.4141,10.4141,sku_location_raw_fallback,1.0,1.0,164.63,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,8.4255,8.4255,8.4255,1.0,8.7644,8.7644,sku_location_raw_fallback,1.0,1.0,353.87,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,10.5259,10.5259,10.5259,1.0,10.815,10.815,sku_location_raw_fallback,1.0,1.0,94.73,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,SE_STO,Stockholm,Sweden,Nordic,7.4398,7.4398,7.4398,1.0,7.5751,7.5751,sku_location_raw_fallback,1.0,1.0,111.6,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,SE_STO,Stockholm,Sweden,Nordic,6.5361,6.5361,6.5361,1.0,6.5749,6.5749,sku_location_raw_fallback,1.0,1.0,307.2,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,SE_STO,Stockholm,Sweden,Nordic,8.6846,8.6846,8.6846,1.0,8.7543,8.7543,sku_location_raw_fallback,1.0,1.0,52.11,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,SE_STO,Stockholm,Sweden,Nordic,6.704,6.704,6.704,1.0,6.7311,6.7311,sku_location_raw_fallback,1.0,1.0,234.64,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,SE_STO,Stockholm,Sweden,Nordic,7.1275,7.1275,7.1275,1.0,7.1138,7.1138,sku_location_raw_fallback,1.0,1.0,92.66,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,SE_STO,Stockholm,Sweden,Nordic,5.5736,5.5736,5.5736,1.0,5.7012,5.7012,sku_location_raw_fallback,1.0,1.0,52.95,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,6.5431,6.5431,6.5431,1.0,6.4673,6.4673,sku_location_raw_fallback,1.0,1.0,52.34,7.6,0.0,4.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,EE_TLL,Tallinn,Estonia,Nordic,39.1686,39.1686,39.1686,1.0,38.1567,38.1567,sku_location_raw_fallback,1.0,1.0,293.76,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,promotion_travel_sensitive,1
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,EE_TLL,Tallinn,Estonia,Nordic,11.8873,11.8873,11.8873,1.0,11.83,11.83,sku_location_raw_fallback,1.0,1.0,213.97,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.6633,6.6633,6.6633,1.0,6.6193,6.6193,sku_location_raw_fallback,1.0,1.0,966.17,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,EE_TLL,Tallinn,Estonia,Nordic,2.5944,2.5944,2.5944,1.0,2.7197,2.7197,sku_location_raw_fallback,1.0,1.0,101.18,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,summer_heat_sensitive,3
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,EE_TLL,Tallinn,Estonia,Nordic,5.9967,5.9967,5.9967,1.0,6.0212,6.0212,sku_location_raw_fallback,1.0,1.0,113.94,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,EE_TLL,Tallinn,Estonia,Nordic,1.9818,1.9818,1.9818,1.0,1.9873,1.9873,sku_location_raw_fallback,1.0,1.0,142.69,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,EE_TLL,Tallinn,Estonia,Nordic,15.5966,15.5966,15.5966,1.0,15.3379,15.3379,sku_location_raw_fallback,1.0,1.0,1216.53,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,winter_weather_sensitive,4
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,EE_TLL,Tallinn,Estonia,Nordic,12.1608,12.1608,12.1608,1.0,12.4527,12.4527,sku_location_raw_fallback,1.0,1.0,103.37,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,EE_TLL,Tallinn,Estonia,Nordic,10.7798,10.7798,10.7798,1.0,10.7406,10.7406,sku_location_raw_fallback,1.0,1.0,172.48,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,8.3224,8.3224,8.3224,1.0,8.4291,8.4291,sku_location_raw_fallback,1.0,1.0,349.54,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,10.0283,10.0283,10.0283,1.0,10.64,10.64,sku_location_raw_fallback,1.0,1.0,90.25,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,EE_TLL,Tallinn,Estonia,Nordic,7.2727,7.2727,7.2727,1.0,7.3262,7.3262,sku_location_raw_fallback,1.0,1.0,109.09,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.87,6.87,6.87,1.0,7.1097,7.1097,sku_location_raw_fallback,1.0,1.0,322.89,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,EE_TLL,Tallinn,Estonia,Nordic,8.6706,8.6706,8.6706,1.0,8.8115,8.8115,sku_location_raw_fallback,1.0,1.0,52.02,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.5714,6.5714,6.5714,1.0,6.565,6.565,sku_location_raw_fallback,1.0,1.0,230.0,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,EE_TLL,Tallinn,Estonia,Nordic,7.3124,7.3124,7.3124,1.0,7.4696,7.4696,sku_location_raw_fallback,1.0,1.0,95.06,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,EE_TLL,Tallinn,Estonia,Nordic,5.8507,5.8507,5.8507,1.0,5.9845,5.9845,sku_location_raw_fallback,1.0,1.0,55.58,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.5088,6.5088,6.5088,1.0,6.5192,6.5192,sku_location_raw_fallback,1.0,1.0,52.07,13.3,0.0,6.8,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,DK_CPH,Copenhagen,Denmark,North_Central,30.119,30.119,30.119,1.0,29.8835,29.8835,sku_location_raw_fallback,1.0,1.0,225.89,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,promotion_travel_sensitive,1
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,DK_CPH,Copenhagen,Denmark,North_Central,8.8133,8.8133,8.8133,1.0,9.0067,9.0067,sku_location_raw_fallback,1.0,1.0,158.64,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,DK_CPH,Copenhagen,Denmark,North_Central,3.8157,3.8157,3.8157,1.0,3.8256,3.8256,sku_location_raw_fallback,1.0,1.0,553.27,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,DK_CPH,Copenhagen,Denmark,North_Central,2.6544,2.6544,2.6544,1.0,2.7744,2.7744,sku_location_raw_fallback,1.0,1.0,103.52,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,summer_heat_sensitive,3
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,DK_CPH,Copenhagen,Denmark,North_Central,5.3785,5.3785,5.3785,1.0,5.3937,5.3937,sku_location_raw_fallback,1.0,1.0,102.19,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,DK_CPH,Copenhagen,Denmark,North_Central,1.9228,1.9228,1.9228,1.0,1.9519,1.9519,sku_location_raw_fallback,1.0,1.0,138.44,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,DK_CPH,Copenhagen,Denmark,North_Central,10.9122,10.9122,10.9122,1.0,10.4273,10.4273,sku_location_raw_fallback,1.0,1.0,851.15,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,slow_moving_intermittent,5
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,DK_CPH,Copenhagen,Denmark,North_Central,9.5501,9.5501,9.5501,1.0,9.4602,9.4602,sku_location_raw_fallback,1.0,1.0,81.18,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,DK_CPH,Copenhagen,Denmark,North_Central,7.7864,7.7864,7.7864,1.0,7.8535,7.8535,sku_location_raw_fallback,1.0,1.0,124.58,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,DK_CPH,Copenhagen,Denmark,North_Central,7.9941,7.9941,7.9941,1.0,8.1684,8.1684,sku_location_raw_fallback,1.0,1.0,335.75,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,DK_CPH,Copenhagen,Denmark,North_Central,9.169,9.169,9.169,1.0,9.6514,9.6514,sku_location_raw_fallback,1.0,1.0,82.52,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,DK_CPH,Copenhagen,Denmark,North_Central,6.8372,6.8372,6.8372,1.0,6.8273,6.8273,sku_location_raw_fallback,1.0,1.0,102.56,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-13T15:04:08Z,2026-05-13,1,2026-05-13T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,DK_CPH,Copenhagen,Denmark,North_Central,6.3406,6.3406,6.3406,1.0,6.3882,6.3882,sku_location_raw_fallback,1.0,1.0,298.01,9.3,0.0,3.6,0.0,open_meteo_forecast,0,0,0,0,none,1.0,salary_event_sensitive,0
