forecast_generated_at_utc,forecast_date,horizon_day,timestamp,sku,part_name,category,seasonality_profile,location_id,city,country_code,climate_zone,predicted_quantity,raw_predicted_quantity,local_guard_prediction,sale_probability,conditional_quantity_if_sale,two_stage_predicted_quantity,prediction_scope,local_calibration_weight,local_calibration_scale,predicted_revenue_eur,temperature_c,temp_change_3d_c,rain_mm,snow_cm,weather_spike_flag,cold_snap_flag,heatwave_flag,is_payday_window,event_type,event_multiplier,segment_name,cluster
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,FI_HEL,Helsinki,Finland,Nordic,11.5285,11.5285,11.5285,1.0,11.8945,11.8945,sku_location_raw_fallback,1.0,1.0,103.76,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,FI_HEL,Helsinki,Finland,Nordic,7.4661,7.4661,7.4661,1.0,7.5183,7.5183,sku_location_raw_fallback,1.0,1.0,111.99,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,FI_HEL,Helsinki,Finland,Nordic,7.0458,7.0458,7.0458,1.0,7.2654,7.2654,sku_location_raw_fallback,1.0,1.0,331.15,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,FI_HEL,Helsinki,Finland,Nordic,9.1615,9.1615,9.1615,1.0,9.4803,9.4803,sku_location_raw_fallback,1.0,1.0,54.97,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,FI_HEL,Helsinki,Finland,Nordic,7.1278,7.1278,7.1278,1.0,7.219,7.219,sku_location_raw_fallback,1.0,1.0,249.47,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,FI_HEL,Helsinki,Finland,Nordic,7.3688,7.3688,7.3688,1.0,7.4404,7.4404,sku_location_raw_fallback,1.0,1.0,95.79,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,FI_HEL,Helsinki,Finland,Nordic,5.6296,5.6296,5.6296,1.0,5.7039,5.7039,sku_location_raw_fallback,1.0,1.0,53.48,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,FI_HEL,Helsinki,Finland,Nordic,7.02,7.02,7.02,1.0,7.1316,7.1316,sku_location_raw_fallback,1.0,1.0,56.16,-5.99,0.11,1.33,10.43,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,SE_STO,Stockholm,Sweden,Nordic,41.085,41.085,41.085,1.0,41.2619,41.2619,sku_location_raw_fallback,1.0,1.0,308.14,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,promotion_travel_sensitive,1
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,SE_STO,Stockholm,Sweden,Nordic,11.4537,11.4537,11.4537,1.0,11.3179,11.3179,sku_location_raw_fallback,1.0,1.0,206.17,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,SE_STO,Stockholm,Sweden,Nordic,6.6905,6.6905,6.6905,1.0,6.3626,6.3626,sku_location_raw_fallback,1.0,1.0,970.13,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,SE_STO,Stockholm,Sweden,Nordic,3.1966,3.1966,3.1966,1.0,3.1819,3.1819,sku_location_raw_fallback,1.0,1.0,124.67,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,summer_heat_sensitive,3
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,SE_STO,Stockholm,Sweden,Nordic,6.0179,6.0179,6.0179,1.0,6.0277,6.0277,sku_location_raw_fallback,1.0,1.0,114.34,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,SE_STO,Stockholm,Sweden,Nordic,2.0781,2.0781,2.0781,1.0,2.1287,2.1287,sku_location_raw_fallback,1.0,1.0,149.63,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,SE_STO,Stockholm,Sweden,Nordic,14.1288,14.1288,14.1288,1.0,14.157,14.157,sku_location_raw_fallback,1.0,1.0,1102.04,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,winter_weather_sensitive,4
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,SE_STO,Stockholm,Sweden,Nordic,11.5184,11.5184,11.5184,1.0,11.9038,11.9038,sku_location_raw_fallback,1.0,1.0,97.91,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,SE_STO,Stockholm,Sweden,Nordic,10.0374,10.0374,10.0374,1.0,10.3471,10.3471,sku_location_raw_fallback,1.0,1.0,160.6,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,8.2455,8.2455,8.2455,1.0,8.6301,8.6301,sku_location_raw_fallback,1.0,1.0,346.31,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,10.7739,10.7739,10.7739,1.0,10.6541,10.6541,sku_location_raw_fallback,1.0,1.0,96.97,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,SE_STO,Stockholm,Sweden,Nordic,7.4507,7.4507,7.4507,1.0,7.547,7.547,sku_location_raw_fallback,1.0,1.0,111.76,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,SE_STO,Stockholm,Sweden,Nordic,6.5917,6.5917,6.5917,1.0,6.5827,6.5827,sku_location_raw_fallback,1.0,1.0,309.81,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,SE_STO,Stockholm,Sweden,Nordic,8.5951,8.5951,8.5951,1.0,8.6358,8.6358,sku_location_raw_fallback,1.0,1.0,51.57,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,SE_STO,Stockholm,Sweden,Nordic,6.7409,6.7409,6.7409,1.0,6.7576,6.7576,sku_location_raw_fallback,1.0,1.0,235.93,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,SE_STO,Stockholm,Sweden,Nordic,7.0462,7.0462,7.0462,1.0,7.1202,7.1202,sku_location_raw_fallback,1.0,1.0,91.6,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,SE_STO,Stockholm,Sweden,Nordic,5.5766,5.5766,5.5766,1.0,5.6828,5.6828,sku_location_raw_fallback,1.0,1.0,52.98,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,SE_STO,Stockholm,Sweden,Nordic,6.505,6.505,6.505,1.0,6.4174,6.4174,sku_location_raw_fallback,1.0,1.0,52.04,-3.9,0.7,0.91,4.53,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,EE_TLL,Tallinn,Estonia,Nordic,45.5811,45.5811,45.5811,1.0,46.23,46.23,sku_location_raw_fallback,1.0,1.0,341.86,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,promotion_travel_sensitive,1
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,EE_TLL,Tallinn,Estonia,Nordic,11.4982,11.4982,11.4982,1.0,11.2092,11.2092,sku_location_raw_fallback,1.0,1.0,206.97,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.6912,6.6912,6.6912,1.0,6.6554,6.6554,sku_location_raw_fallback,1.0,1.0,970.22,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,EE_TLL,Tallinn,Estonia,Nordic,2.9971,2.9971,2.9971,1.0,2.9308,2.9308,sku_location_raw_fallback,1.0,1.0,116.89,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,summer_heat_sensitive,3
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,EE_TLL,Tallinn,Estonia,Nordic,5.9495,5.9495,5.9495,1.0,5.9882,5.9882,sku_location_raw_fallback,1.0,1.0,113.04,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,EE_TLL,Tallinn,Estonia,Nordic,2.1799,2.1799,2.1799,1.0,2.2215,2.2215,sku_location_raw_fallback,1.0,1.0,156.95,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,EE_TLL,Tallinn,Estonia,Nordic,14.2809,14.2809,14.2809,1.0,12.9312,12.9312,sku_location_raw_fallback,1.0,1.0,1113.91,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,winter_weather_sensitive,4
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,EE_TLL,Tallinn,Estonia,Nordic,11.2781,11.2781,11.2781,1.0,11.5332,11.5332,sku_location_raw_fallback,1.0,1.0,95.86,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,EE_TLL,Tallinn,Estonia,Nordic,10.6283,10.6283,10.6283,1.0,10.8039,10.8039,sku_location_raw_fallback,1.0,1.0,170.05,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,8.3065,8.3065,8.3065,1.0,8.3424,8.3424,sku_location_raw_fallback,1.0,1.0,348.87,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,9.77,9.77,9.77,1.0,10.4159,10.4159,sku_location_raw_fallback,1.0,1.0,87.93,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,EE_TLL,Tallinn,Estonia,Nordic,7.2946,7.2946,7.2946,1.0,7.3431,7.3431,sku_location_raw_fallback,1.0,1.0,109.42,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.8464,6.8464,6.8464,1.0,7.1016,7.1016,sku_location_raw_fallback,1.0,1.0,321.78,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,EE_TLL,Tallinn,Estonia,Nordic,8.6464,8.6464,8.6464,1.0,8.8334,8.8334,sku_location_raw_fallback,1.0,1.0,51.88,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.5668,6.5668,6.5668,1.0,6.5705,6.5705,sku_location_raw_fallback,1.0,1.0,229.84,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,EE_TLL,Tallinn,Estonia,Nordic,7.339,7.339,7.339,1.0,7.4741,7.4741,sku_location_raw_fallback,1.0,1.0,95.41,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,unknown,EE_TLL,Tallinn,Estonia,Nordic,5.7869,5.7869,5.7869,1.0,5.9108,5.9108,sku_location_raw_fallback,1.0,1.0,54.98,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SPARK-PLUG,Bujie benzina,maintenance,unknown,EE_TLL,Tallinn,Estonia,Nordic,6.4806,6.4806,6.4806,1.0,6.4921,6.4921,sku_location_raw_fallback,1.0,1.0,51.85,-5.61,-0.41,0.73,4.4,0,1,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,unknown,DK_CPH,Copenhagen,Denmark,North_Central,30.457,30.457,30.457,1.0,31.011,31.011,sku_location_raw_fallback,1.0,1.0,228.43,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,promotion_travel_sensitive,1
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WIPER-650,Stergatoare fata 650mm,wipers,unknown,DK_CPH,Copenhagen,Denmark,North_Central,8.8306,8.8306,8.8306,1.0,8.9679,8.9679,sku_location_raw_fallback,1.0,1.0,158.95,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BATT-70AH,Baterie 70Ah AGM/EFB,battery,unknown,DK_CPH,Copenhagen,Denmark,North_Central,3.8348,3.8348,3.8348,1.0,3.8549,3.8549,sku_location_raw_fallback,1.0,1.0,556.04,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,unknown,DK_CPH,Copenhagen,Denmark,North_Central,3.0098,3.0098,3.0098,1.0,3.061,3.061,sku_location_raw_fallback,1.0,1.0,117.38,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,summer_heat_sensitive,3
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,unknown,DK_CPH,Copenhagen,Denmark,North_Central,5.4006,5.4006,5.4006,1.0,5.4256,5.4256,sku_location_raw_fallback,1.0,1.0,102.61,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,unknown,DK_CPH,Copenhagen,Denmark,North_Central,2.0548,2.0548,2.0548,1.0,2.0625,2.0625,sku_location_raw_fallback,1.0,1.0,147.95,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,unknown,DK_CPH,Copenhagen,Denmark,North_Central,10.6426,10.6426,10.6426,1.0,10.3245,10.3245,sku_location_raw_fallback,1.0,1.0,830.12,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,slow_moving_intermittent,5
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ANTIFREEZE-G12,Antigel G12 concentrat 1L,coolant,unknown,DK_CPH,Copenhagen,Denmark,North_Central,9.3658,9.3658,9.3658,1.0,9.3568,9.3568,sku_location_raw_fallback,1.0,1.0,79.61,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-COOLANT-PREMIX,Lichid racire premix 5L,coolant,unknown,DK_CPH,Copenhagen,Denmark,North_Central,7.7702,7.7702,7.7702,1.0,7.8647,7.8647,sku_location_raw_fallback,1.0,1.0,124.32,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,unknown,DK_CPH,Copenhagen,Denmark,North_Central,7.7573,7.7573,7.7573,1.0,8.0313,8.0313,sku_location_raw_fallback,1.0,1.0,325.81,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-OIL-FILTER,Filtru ulei,maintenance,unknown,DK_CPH,Copenhagen,Denmark,North_Central,8.9331,8.9331,8.9331,1.0,9.4324,9.4324,sku_location_raw_fallback,1.0,1.0,80.4,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-AIR-FILTER,Filtru aer motor,filters,unknown,DK_CPH,Copenhagen,Denmark,North_Central,6.8738,6.8738,6.8738,1.0,6.8584,6.8584,sku_location_raw_fallback,1.0,1.0,103.11,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-BRAKE-PADS-F,Placute frana fata,brakes,unknown,DK_CPH,Copenhagen,Denmark,North_Central,6.313,6.313,6.313,1.0,6.3722,6.3722,sku_location_raw_fallback,1.0,1.0,296.71,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,salary_event_sensitive,0
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-HEADLIGHT-H7,Bec far H7,lighting,unknown,DK_CPH,Copenhagen,Denmark,North_Central,8.2165,8.2165,8.2165,1.0,8.2802,8.2802,sku_location_raw_fallback,1.0,1.0,49.3,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-RUBBER-MATS,Covorase cauciuc Peugeot,accessories,unknown,DK_CPH,Copenhagen,Denmark,North_Central,5.8507,5.8507,5.8507,1.0,5.9456,5.9456,sku_location_raw_fallback,1.0,1.0,204.78,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
2026-05-12T08:45:37Z,2026-01-01,1,2026-01-01T18:00:00,PEU-ADBLUE-10L,AdBlue 10L,consumables,unknown,DK_CPH,Copenhagen,Denmark,North_Central,6.734,6.734,6.734,1.0,6.7045,6.7045,sku_location_raw_fallback,1.0,1.0,87.54,1.04,-0.66,0.79,0.45,0,0,0,0,none,1.0,fast_moving_stable,2
