timestamp,timestamp_utc,date,location_id,city,country_code,is_payday,is_payday_window,is_holiday,is_school_holiday,event_name,event_type,affected_categories,event_multiplier,promotion_flag,service_campaign_flag
2023-04-11T00:00:00+03:00,2023-04-10T21:00:00+00:00,2023-04-11,FI_HEL,Helsinki,FI,0,0,0,0,easter_travel_window|spring_service_campaign|pollen_filter_season,holiday_travel|seasonal_campaign|seasonal_demand,maintenance|wipers|brakes|consumables|summer_fluids|filters|tires,1.27,0,1
2023-04-12T00:00:00+03:00,2023-04-11T21:00:00+00:00,2023-04-12,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-13T00:00:00+03:00,2023-04-12T21:00:00+00:00,2023-04-13,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-14T00:00:00+03:00,2023-04-13T21:00:00+00:00,2023-04-14,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-15T00:00:00+03:00,2023-04-14T21:00:00+00:00,2023-04-15,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-16T00:00:00+03:00,2023-04-15T21:00:00+00:00,2023-04-16,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-17T00:00:00+03:00,2023-04-16T21:00:00+00:00,2023-04-17,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-18T00:00:00+03:00,2023-04-17T21:00:00+00:00,2023-04-18,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-19T00:00:00+03:00,2023-04-18T21:00:00+00:00,2023-04-19,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-20T00:00:00+03:00,2023-04-19T21:00:00+00:00,2023-04-20,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-21T00:00:00+03:00,2023-04-20T21:00:00+00:00,2023-04-21,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-22T00:00:00+03:00,2023-04-21T21:00:00+00:00,2023-04-22,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-23T00:00:00+03:00,2023-04-22T21:00:00+00:00,2023-04-23,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-04-24T00:00:00+03:00,2023-04-23T21:00:00+00:00,2023-04-24,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|spring_service_campaign|pollen_filter_season,payday|seasonal_campaign|seasonal_demand,maintenance|brakes|tires|battery|summer_fluids|filters,1.202,0,1
2023-04-25T00:00:00+03:00,2023-04-24T21:00:00+00:00,2023-04-25,FI_HEL,Helsinki,FI,1,1,0,0,salary_window|spring_service_campaign|pollen_filter_season,payday|seasonal_campaign|seasonal_demand,maintenance|brakes|tires|battery|summer_fluids|filters,1.247,0,1
2023-04-26T00:00:00+03:00,2023-04-25T21:00:00+00:00,2023-04-26,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|spring_service_campaign|pollen_filter_season,payday|seasonal_campaign|seasonal_demand,maintenance|brakes|tires|battery|summer_fluids|filters,1.202,0,1
2023-04-27T00:00:00+03:00,2023-04-26T21:00:00+00:00,2023-04-27,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|spring_service_campaign|pollen_filter_season,payday|seasonal_campaign|seasonal_demand,maintenance|brakes|tires|battery|summer_fluids|filters,1.202,0,1
2023-04-28T00:00:00+03:00,2023-04-27T21:00:00+00:00,2023-04-28,FI_HEL,Helsinki,FI,1,1,0,0,salary_window|spring_service_campaign|pollen_filter_season,payday|seasonal_campaign|seasonal_demand,maintenance|brakes|tires|battery|summer_fluids|filters,1.247,0,1
2023-04-29T00:00:00+03:00,2023-04-28T21:00:00+00:00,2023-04-29,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|spring_service_campaign|pollen_filter_season,payday|seasonal_campaign|seasonal_demand,maintenance|brakes|tires|battery|summer_fluids|filters,1.202,0,1
2023-04-30T00:00:00+03:00,2023-04-29T21:00:00+00:00,2023-04-30,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-05-01T00:00:00+03:00,2023-04-30T21:00:00+00:00,2023-05-01,FI_HEL,Helsinki,FI,0,0,1,0,may_day|spring_service_campaign|pollen_filter_season,public_holiday|seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,0.93,0,1
2023-05-02T00:00:00+03:00,2023-05-01T21:00:00+00:00,2023-05-02,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-05-03T00:00:00+03:00,2023-05-02T21:00:00+00:00,2023-05-03,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-05-04T00:00:00+03:00,2023-05-03T21:00:00+00:00,2023-05-04,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-05-05T00:00:00+03:00,2023-05-04T21:00:00+00:00,2023-05-05,FI_HEL,Helsinki,FI,0,0,0,0,spring_service_campaign|pollen_filter_season,seasonal_campaign|seasonal_demand,summer_fluids|filters|tires|maintenance,1.134,0,1
2023-05-06T00:00:00+03:00,2023-05-05T21:00:00+00:00,2023-05-06,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-07T00:00:00+03:00,2023-05-06T21:00:00+00:00,2023-05-07,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-08T00:00:00+03:00,2023-05-07T21:00:00+00:00,2023-05-08,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-09T00:00:00+03:00,2023-05-08T21:00:00+00:00,2023-05-09,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-10T00:00:00+03:00,2023-05-09T21:00:00+00:00,2023-05-10,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-11T00:00:00+03:00,2023-05-10T21:00:00+00:00,2023-05-11,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-12T00:00:00+03:00,2023-05-11T21:00:00+00:00,2023-05-12,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-13T00:00:00+03:00,2023-05-12T21:00:00+00:00,2023-05-13,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-14T00:00:00+03:00,2023-05-13T21:00:00+00:00,2023-05-14,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-15T00:00:00+03:00,2023-05-14T21:00:00+00:00,2023-05-15,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-16T00:00:00+03:00,2023-05-15T21:00:00+00:00,2023-05-16,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-17T00:00:00+03:00,2023-05-16T21:00:00+00:00,2023-05-17,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-18T00:00:00+03:00,2023-05-17T21:00:00+00:00,2023-05-18,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-19T00:00:00+03:00,2023-05-18T21:00:00+00:00,2023-05-19,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-20T00:00:00+03:00,2023-05-19T21:00:00+00:00,2023-05-20,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-21T00:00:00+03:00,2023-05-20T21:00:00+00:00,2023-05-21,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-22T00:00:00+03:00,2023-05-21T21:00:00+00:00,2023-05-22,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-23T00:00:00+03:00,2023-05-22T21:00:00+00:00,2023-05-23,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-24T00:00:00+03:00,2023-05-23T21:00:00+00:00,2023-05-24,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|pollen_filter_season,payday|seasonal_demand,maintenance|brakes|tires|battery|filters,1.113,0,0
2023-05-25T00:00:00+03:00,2023-05-24T21:00:00+00:00,2023-05-25,FI_HEL,Helsinki,FI,1,1,0,0,salary_window|pollen_filter_season,payday|seasonal_demand,maintenance|brakes|tires|battery|filters,1.155,0,0
2023-05-26T00:00:00+03:00,2023-05-25T21:00:00+00:00,2023-05-26,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|pollen_filter_season,payday|seasonal_demand,maintenance|brakes|tires|battery|filters,1.113,0,0
2023-05-27T00:00:00+03:00,2023-05-26T21:00:00+00:00,2023-05-27,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-28T00:00:00+03:00,2023-05-27T21:00:00+00:00,2023-05-28,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-29T00:00:00+03:00,2023-05-28T21:00:00+00:00,2023-05-29,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-05-30T00:00:00+03:00,2023-05-29T21:00:00+00:00,2023-05-30,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|pollen_filter_season,payday|seasonal_demand,maintenance|brakes|tires|battery|filters,1.113,0,0
2023-05-31T00:00:00+03:00,2023-05-30T21:00:00+00:00,2023-05-31,FI_HEL,Helsinki,FI,1,1,0,0,salary_window|pollen_filter_season,payday|seasonal_demand,maintenance|brakes|tires|battery|filters,1.155,0,0
2023-06-01T00:00:00+03:00,2023-05-31T21:00:00+00:00,2023-06-01,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-02T00:00:00+03:00,2023-06-01T21:00:00+00:00,2023-06-02,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-03T00:00:00+03:00,2023-06-02T21:00:00+00:00,2023-06-03,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-04T00:00:00+03:00,2023-06-03T21:00:00+00:00,2023-06-04,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-05T00:00:00+03:00,2023-06-04T21:00:00+00:00,2023-06-05,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-06T00:00:00+03:00,2023-06-05T21:00:00+00:00,2023-06-06,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-07T00:00:00+03:00,2023-06-06T21:00:00+00:00,2023-06-07,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-08T00:00:00+03:00,2023-06-07T21:00:00+00:00,2023-06-08,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-09T00:00:00+03:00,2023-06-08T21:00:00+00:00,2023-06-09,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-10T00:00:00+03:00,2023-06-09T21:00:00+00:00,2023-06-10,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-11T00:00:00+03:00,2023-06-10T21:00:00+00:00,2023-06-11,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-12T00:00:00+03:00,2023-06-11T21:00:00+00:00,2023-06-12,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-13T00:00:00+03:00,2023-06-12T21:00:00+00:00,2023-06-13,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-14T00:00:00+03:00,2023-06-13T21:00:00+00:00,2023-06-14,FI_HEL,Helsinki,FI,0,0,0,0,pollen_filter_season,seasonal_demand,filters,1.05,0,0
2023-06-15T00:00:00+03:00,2023-06-14T21:00:00+00:00,2023-06-15,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start|pollen_filter_season,holiday_travel|seasonal_demand,maintenance|summer_fluids|consumables|filters,1.218,0,0
2023-06-16T00:00:00+03:00,2023-06-15T21:00:00+00:00,2023-06-16,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-17T00:00:00+03:00,2023-06-16T21:00:00+00:00,2023-06-17,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-18T00:00:00+03:00,2023-06-17T21:00:00+00:00,2023-06-18,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-19T00:00:00+03:00,2023-06-18T21:00:00+00:00,2023-06-19,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-20T00:00:00+03:00,2023-06-19T21:00:00+00:00,2023-06-20,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-21T00:00:00+03:00,2023-06-20T21:00:00+00:00,2023-06-21,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-22T00:00:00+03:00,2023-06-21T21:00:00+00:00,2023-06-22,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-23T00:00:00+03:00,2023-06-22T21:00:00+00:00,2023-06-23,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-24T00:00:00+03:00,2023-06-23T21:00:00+00:00,2023-06-24,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|summer_road_trip_start,payday|holiday_travel,maintenance|brakes|tires|battery|summer_fluids|consumables|filters,1.23,0,0
2023-06-25T00:00:00+03:00,2023-06-24T21:00:00+00:00,2023-06-25,FI_HEL,Helsinki,FI,1,1,0,0,salary_window|summer_road_trip_start,payday|holiday_travel,maintenance|brakes|tires|battery|summer_fluids|consumables|filters,1.276,0,0
2023-06-26T00:00:00+03:00,2023-06-25T21:00:00+00:00,2023-06-26,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|summer_road_trip_start,payday|holiday_travel,maintenance|brakes|tires|battery|summer_fluids|consumables|filters,1.23,0,0
2023-06-27T00:00:00+03:00,2023-06-26T21:00:00+00:00,2023-06-27,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-28T00:00:00+03:00,2023-06-27T21:00:00+00:00,2023-06-28,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-06-29T00:00:00+03:00,2023-06-28T21:00:00+00:00,2023-06-29,FI_HEL,Helsinki,FI,0,1,0,0,salary_window|summer_road_trip_start,payday|holiday_travel,maintenance|brakes|tires|battery|summer_fluids|consumables|filters,1.23,0,0
2023-06-30T00:00:00+03:00,2023-06-29T21:00:00+00:00,2023-06-30,FI_HEL,Helsinki,FI,1,1,0,0,salary_window|summer_road_trip_start,payday|holiday_travel,maintenance|brakes|tires|battery|summer_fluids|consumables|filters,1.276,0,0
2023-07-01T00:00:00+03:00,2023-06-30T21:00:00+00:00,2023-07-01,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-07-02T00:00:00+03:00,2023-07-01T21:00:00+00:00,2023-07-02,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-07-03T00:00:00+03:00,2023-07-02T21:00:00+00:00,2023-07-03,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
2023-07-04T00:00:00+03:00,2023-07-03T21:00:00+00:00,2023-07-04,FI_HEL,Helsinki,FI,0,0,0,0,summer_road_trip_start,holiday_travel,maintenance|summer_fluids|consumables|filters,1.16,0,0
